complex	eggNOG
Kv4.3-Kchip1 channel complex	KOG4390@euNOG
Kv4.3-Kchip1 channel complex	KOG0044@euNOG
APP-TOM40 complex	KOG3296@euNOG
APP-TOM40 complex	KOG3540@euNOG
APP-TIM23 complex	KOG3324@euNOG
APP-TIM23 complex	KOG3540@euNOG
Metaxin complex	KOG3027@euNOG
Metaxin complex	KOG3028@euNOG
Itgav-Itgb3-Tgm2 complex	0IPB5@euNOG
Itgav-Itgb3-Tgm2 complex	0IFMV@euNOG
ITGA6-ITGB4-SHC1-GRB2 complex	KOG1226@euNOG
ITGA6-ITGB4-SHC1-GRB2 complex	0IPBB@euNOG
ITGA6-ITGB4-SHC1-GRB2 complex	KOG3697@euNOG
ITGA6-ITGB4-SHC1-GRB2 complex	KOG3601@euNOG
TIM50-SMN1 complex	KOG4327@euNOG
TIM50-SMN1 complex	KOG2832@euNOG
TIM50-COIL complex	0IHAK@euNOG
TIM50-COIL complex	KOG2832@euNOG
Yy1-Ppargc1a complex	0IIVU@euNOG
Yy1-Ppargc1a complex	KOG1721@euNOG
Mtor-Yy1-Ppargc1a complex	0IIVU@euNOG
Mtor-Yy1-Ppargc1a complex	KOG1721@euNOG
Mtor-Yy1-Ppargc1a complex	KOG0891@euNOG
DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex	KOG2327@euNOG
DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex	KOG2326@euNOG
DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex	KOG2777@euNOG
DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex	KOG0891@euNOG
DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex	KOG2208@euNOG
DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex	KOG0921@euNOG
ITGAV-ITGB3-SLC3A2 complex	KOG1226@euNOG
ITGAV-ITGB3-SLC3A2 complex	0IPB5@euNOG
ITGAV-ITGB3-SLC3A2 complex	KOG0471@euNOG
ITGB1-NRP1 complex	0IE8T@euNOG
ITGB1-NRP1 complex	KOG1226@euNOG
Itga7-Itgb11-Lama2 complex	KOG1226@euNOG
Itga7-Itgb11-Lama2 complex	0KCXA@euNOG
Itga7-Itgb11-Lama2 complex	0IPBB@euNOG
Itga7-Itgb11-Ptk2 complex	KOG4257@euNOG
Itga7-Itgb11-Ptk2 complex	KOG1226@euNOG
Itga7-Itgb11-Ptk2 complex	0IPBB@euNOG
ITGAV-P2RY2-GNA12 complex	0IPB5@euNOG
ITGAV-P2RY2-GNA12 complex	0IIAQ@euNOG
ITGAV-P2RY2-GNA12 complex	KOG0082@euNOG
ITGA9-ITGB1-SPP1 complex	KOG1226@euNOG
ITGA9-ITGB1-SPP1 complex	0IVP1@euNOG
ITGA9-ITGB1-SPP1 complex	0IPAY@euNOG
ITGA5-ITGB1-SPP1 complex	KOG1226@euNOG
ITGA5-ITGB1-SPP1 complex	0IPAT@euNOG
ITGA5-ITGB1-SPP1 complex	0IVP1@euNOG
Itgax-Itgb2-Icam4 complex	KOG1226@euNOG
Itgax-Itgb2-Icam4 complex	0JBEM@euNOG
Itgax-Itgb2-Icam4 complex	0IPBA@euNOG
ITGA2B-ITGB3-ICAM4 complex	KOG1226@euNOG
ITGA2B-ITGB3-ICAM4 complex	0IPB0@euNOG
ITGA2B-ITGB3-ICAM4 complex	0JBEM@euNOG
ITGB5-ITGAV-VTN complex	KOG1565@euNOG
ITGB5-ITGAV-VTN complex	0IPB5@euNOG
ITGB5-ITGAV-VTN complex	KOG1226@euNOG
SMN1-SIP1-SNRP complex	0IJ8K@euNOG
SMN1-SIP1-SNRP complex	KOG3168@euNOG
SMN1-SIP1-SNRP complex	KOG1774@euNOG
SMN1-SIP1-SNRP complex	KOG3428@euNOG
SMN1-SIP1-SNRP complex	KOG3459@euNOG
SMN1-SIP1-SNRP complex	KOG3172@euNOG
SMN1-SIP1-SNRP complex	KOG4327@euNOG
Kif17-Lin10-Lin2-Lin7-NR2B complex	KOG3605@euNOG
Kif17-Lin10-Lin2-Lin7-NR2B complex	KOG1053@euNOG
Kif17-Lin10-Lin2-Lin7-NR2B complex	KOG3550@euNOG
Kif17-Lin10-Lin2-Lin7-NR2B complex	KOG0240@euNOG
OCT1-OBF1-DNA-TLE1 complex	KOG3802@euNOG
OCT1-OBF1-DNA-TLE1 complex	KOG0639@euNOG
OCT1-OBF1-DNA-TLE1 complex	0IJXZ@euNOG
OCT2-TLE4 complex	KOG3802@euNOG
OCT2-TLE4 complex	KOG0639@euNOG
TLE-Histone H3 complex	KOG1745@euNOG
TLE-Histone H3 complex	KOG0639@euNOG
Gamma-secretase complex (APH1B, PSEN1, PSENEN, NCSTN)	KOG2736@euNOG
Gamma-secretase complex (APH1B, PSEN1, PSENEN, NCSTN)	KOG3972@euNOG
Gamma-secretase complex (APH1B, PSEN1, PSENEN, NCSTN)	KOG2657@euNOG
Gamma-secretase complex (APH1B, PSEN1, PSENEN, NCSTN)	KOG3402@euNOG
STAT6-p100-RHA complex	KOG3667@euNOG
STAT6-p100-RHA complex	KOG0921@euNOG
STAT6-p100-RHA complex	KOG2039@euNOG
OCT1-OBF1-DNA complex	KOG3802@euNOG
OCT1-OBF1-DNA complex	0IJXZ@euNOG
Phosphatidylinositol 3-kinase (PIK3CA, PIK3R1)	KOG4637@euNOG
Phosphatidylinositol 3-kinase (PIK3CA, PIK3R1)	KOG0904@euNOG
Hes1-Tle1 complex	KOG4304@euNOG
Hes1-Tle1 complex	KOG0639@euNOG
MASH1 promoter-coactivator complex	KOG1037@euNOG
MASH1 promoter-coactivator complex	KOG0197@euNOG
MASH1 promoter-coactivator complex	KOG0260@euNOG
MASH1 promoter-coactivator complex	KOG3467@euNOG
MASH1 promoter-coactivator complex	KOG1745@euNOG
MASH1 promoter-coactivator complex	KOG4304@euNOG
MASH1 promoter-coactivator complex	KOG0115@euNOG
MASH1 promoter-coactivator complex	0IRVA@euNOG
MASH1 promoter-coactivator complex	KOG1472@euNOG
POSH-AKT2 complex	KOG0598@euNOG
POSH-AKT2 complex	0ITG6@euNOG
CRLR-RAMP1-ARRB2 complex	0IZHQ@euNOG
CRLR-RAMP1-ARRB2 complex	KOG3865@euNOG
CRLR-RAMP1-ARRB2 complex	KOG4564@euNOG
CRLR-RAMP2 complex	0IYPR@euNOG
CRLR-RAMP2 complex	KOG4564@euNOG
CRLR-RAMP3 complex	0IXGF@euNOG
CRLR-RAMP3 complex	KOG4564@euNOG
CAMK2-delta-MASH1 promoter-coactivator complex	KOG1037@euNOG
CAMK2-delta-MASH1 promoter-coactivator complex	KOG0197@euNOG
CAMK2-delta-MASH1 promoter-coactivator complex	KOG0260@euNOG
CAMK2-delta-MASH1 promoter-coactivator complex	KOG0033@euNOG
CAMK2-delta-MASH1 promoter-coactivator complex	KOG4304@euNOG
CAMK2-delta-MASH1 promoter-coactivator complex	KOG0115@euNOG
CAMK2-delta-MASH1 promoter-coactivator complex	0IRVA@euNOG
CAMK2-delta-MASH1 promoter-coactivator complex	KOG1472@euNOG
GRB2-SOS1 complex	KOG3601@euNOG
GRB2-SOS1 complex	KOG3417@euNOG
Coatomer complex	KOG0276@euNOG
Coatomer complex	KOG3081@euNOG
Coatomer complex	KOG3343@euNOG
Coatomer complex	KOG2635@euNOG
Coatomer complex	KOG0292@euNOG
Coatomer complex	KOG1058@euNOG
Coatomer complex	KOG1078@euNOG
Coatomer-Arf1 complex	KOG0276@euNOG
Coatomer-Arf1 complex	KOG3081@euNOG
Coatomer-Arf1 complex	KOG3343@euNOG
Coatomer-Arf1 complex	KOG0070@euNOG
Coatomer-Arf1 complex	KOG2635@euNOG
Coatomer-Arf1 complex	KOG0292@euNOG
Coatomer-Arf1 complex	KOG1058@euNOG
Coatomer-Arf1 complex	KOG1078@euNOG
Beta/delta-coat protein subcomplex	KOG2635@euNOG
Beta/delta-coat protein subcomplex	KOG1058@euNOG
Arf1-beta/delta-coat protein subcomplex	KOG0070@euNOG
Arf1-beta/delta-coat protein subcomplex	KOG2635@euNOG
Arf1-beta/delta-coat protein subcomplex	KOG1058@euNOG
NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex	KOG0639@euNOG
NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex	KOG0264@euNOG
NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex	KOG1342@euNOG
NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex	KOG4204@euNOG
NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex	KOG0842@euNOG
NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex	KOG0667@euNOG
NK-3-Groucho complex	KOG0639@euNOG
NK-3-Groucho complex	KOG0842@euNOG
Sulphiredoxin-peroxiredoxin complex	KOG0852@euNOG
Sulphiredoxin-peroxiredoxin complex	KOG3388@euNOG
GNAQ-GEFT-RHOA complex	KOG0082@euNOG
GNAQ-GEFT-RHOA complex	KOG0393@euNOG
GNAQ-GEFT-RHOA complex	0KCZR@euNOG
Notch2(N-TM)-Notch2(N-EC)-Delta complex	KOG1217@euNOG
Notch2(N-TM)-Notch2(N-EC)-Delta complex	0IR7G@euNOG
TFC4-CTNNB1 complex	KOG4203@euNOG
TFC4-CTNNB1 complex	KOG3248@euNOG
CBF1-HDAC1-SMRT complex	KOG3743@euNOG
CBF1-HDAC1-SMRT complex	KOG1342@euNOG
CBF1-HDAC1-SMRT complex	KOG1878@euNOG
PR -PRLR complex	0II74@euNOG
PR -PRLR complex	0IUSW@euNOG
RIAM-Rap1-GTP-profilin complex	0IW5Z@euNOG
RIAM-Rap1-GTP-profilin complex	KOG0395@euNOG
RIAM-Rap1-GTP-profilin complex	KOG3751@euNOG
RIAM-profilin complex	0IW5Z@euNOG
RIAM-profilin complex	KOG3751@euNOG
RIAM-VASP complex	KOG4590@euNOG
RIAM-VASP complex	KOG3751@euNOG
TF-FVIIa-FXa-TFPI complex	0IGPV@euNOG
TF-FVIIa-FXa-TFPI complex	0IIMB@euNOG
TF-FVIIa-FXa-TFPI complex	KOG4295@euNOG
TF-FVIIa-FXa-TFPI complex	0IYA1@euNOG
HESX1-TLE1 complex	KOG0639@euNOG
HESX1-TLE1 complex	KOG0490@euNOG
AXIN1-APC-CTNNB1-GSK3B complex	KOG3589@euNOG
AXIN1-APC-CTNNB1-GSK3B complex	KOG2122@euNOG
AXIN1-APC-CTNNB1-GSK3B complex	KOG4203@euNOG
AXIN1-APC-CTNNB1-GSK3B complex	KOG0658@euNOG
NCOR-SIN3-HDAC-HESX1 complex	KOG4204@euNOG
NCOR-SIN3-HDAC-HESX1 complex	KOG1342@euNOG
NCOR-SIN3-HDAC-HESX1 complex	KOG0490@euNOG
NCOR-SIN3-HDAC-HESX1 complex	KOG1878@euNOG
DAXX-AXIN complex	KOG3589@euNOG
DAXX-AXIN complex	0IGIP@euNOG
Daxx-Axin complex	0IGIP@euNOG
Daxx-Axin complex	KOG3589@euNOG
Daxx-Axin-p53 complex	KOG3589@euNOG
Daxx-Axin-p53 complex	0IITK@euNOG
Daxx-Axin-p53 complex	0IGIP@euNOG
GluR6a-GluR6b-KA2 complex	KOG1054@euNOG
GluR6a-GluR6b-KA2 complex	0KDI5@euNOG
NUMB-TP53-MDM2 complex	0IITK@euNOG
NUMB-TP53-MDM2 complex	KOG3537@euNOG
NUMB-TP53-MDM2 complex	0IGXG@euNOG
CIN85-BLNK complex	0IGWN@euNOG
CIN85-BLNK complex	KOG4348@euNOG
CIN85-CBL complex	KOG1785@euNOG
CIN85-CBL complex	KOG4348@euNOG
USP1-UAF1 complex	KOG1864@euNOG
USP1-UAF1 complex	KOG0308@euNOG
GNA14-p115RhoGEF complex	KOG0085@euNOG
GNA14-p115RhoGEF complex	0KD88@euNOG
Frs2-Shp2 complex, FGF stimulated	KOG0790@euNOG
Frs2-Shp2 complex, FGF stimulated	KOG4047@euNOG
Grb2-Shp2 complex, FGF stimulated	KOG0790@euNOG
Grb2-Shp2 complex, FGF stimulated	KOG3601@euNOG
Shp2-Sos complex, FGF stimulated	KOG0790@euNOG
Shp2-Sos complex, FGF stimulated	KOG3417@euNOG
LMO4-CREB complex	KOG3584@euNOG
LMO4-CREB complex	KOG0490@euNOG
PDGFRA-SHP-2 complex, PDGF stimulated	KOG0200@euNOG
PDGFRA-SHP-2 complex, PDGF stimulated	KOG0790@euNOG
GRB2-SHP-2 complex, PDGF stimulated	KOG3601@euNOG
GRB2-SHP-2 complex, PDGF stimulated	KOG0790@euNOG
FHL2-FHL3 complex	KOG1704@euNOG
FHL2-FHL3 complex	0INGK@euNOG
FHL2-ACT complex	0INGK@euNOG
FHL2-ACT complex	KOG1704@euNOG
FHL2-CREB complex	KOG3584@euNOG
FHL2-CREB complex	0INGK@euNOG
FHL3-CREB complex	KOG3584@euNOG
FHL3-CREB complex	KOG1704@euNOG
ACT-CREB complex	KOG3584@euNOG
ACT-CREB complex	KOG1704@euNOG
G protein complex (Hdac4, Gnb1, Gng2)	0IU52@euNOG
G protein complex (Hdac4, Gnb1, Gng2)	KOG4119@euNOG
G protein complex (Hdac4, Gnb1, Gng2)	KOG1343@euNOG
G protein complex (Btk, Gng2, Gnb1)	KOG0197@euNOG
G protein complex (Btk, Gng2, Gnb1)	0IU52@euNOG
G protein complex (Btk, Gng2, Gnb1)	KOG4119@euNOG
FHL4/STX11-ACT complex	KOG0810@euNOG
FHL4/STX11-ACT complex	KOG1704@euNOG
SMAD4-SNO-SKI complex	0JNKZ@euNOG
SMAD4-SNO-SKI complex	0IFDK@euNOG
SMAD4-SNO-SKI complex	KOG3701@euNOG
SKI-SMAD2 complex	0JNKZ@euNOG
SKI-SMAD2 complex	KOG3701@euNOG
SKI-SMAD3 complex	0JNKZ@euNOG
SKI-SMAD3 complex	KOG3701@euNOG
SMAD4-SKI complex	0JNKZ@euNOG
SMAD4-SKI complex	KOG3701@euNOG
Ship-Shc complex, IL-3 stimulated	KOG3697@euNOG
Ship-Shc complex, IL-3 stimulated	KOG0565@euNOG
Il3rb1-Shc-Ship complex, IL-3 stimulated	0IGEX@euNOG
Il3rb1-Shc-Ship complex, IL-3 stimulated	KOG3697@euNOG
Il3rb1-Shc-Ship complex, IL-3 stimulated	KOG0565@euNOG
Shc-Ship-Grb2 complex, IL-3 stimulated	KOG3697@euNOG
Shc-Ship-Grb2 complex, IL-3 stimulated	KOG3601@euNOG
Shc-Ship-Grb2 complex, IL-3 stimulated	KOG0565@euNOG
SMAD2-SKI-NCOR complex	KOG1878@euNOG
SMAD2-SKI-NCOR complex	0JNKZ@euNOG
SMAD2-SKI-NCOR complex	KOG3701@euNOG
SMAD3-SKI-NCOR complex	KOG1878@euNOG
SMAD3-SKI-NCOR complex	0JNKZ@euNOG
SMAD3-SKI-NCOR complex	KOG3701@euNOG
SMAD4-SKI-NCOR complex	KOG1878@euNOG
SMAD4-SKI-NCOR complex	0JNKZ@euNOG
SMAD4-SKI-NCOR complex	KOG3701@euNOG
LIN2-LIN7-SAP97-MINT1 complex	KOG3550@euNOG
LIN2-LIN7-SAP97-MINT1 complex	KOG3605@euNOG
LIN2-LIN7-SAP97-MINT1 complex	0ISRH@euNOG
Pax7-HMT complex	0IPTC@euNOG
Pax7-HMT complex	KOG0849@euNOG
Pax7-HMT complex	KOG0266@euNOG
Pax7-HMT complex	KOG2626@euNOG
ULBP1-KLRK1-HCST complex	KOG4297@euNOG
ULBP1-KLRK1-HCST complex	0J4VC@euNOG
ULBP1-KLRK1-HCST complex	0J782@euNOG
G protein complex (Mcf2l, Gnb1, Gng2)	0IU52@euNOG
G protein complex (Mcf2l, Gnb1, Gng2)	0IPNH@euNOG
MAML2-RBP-Jkappa-Notch2 complex	KOG3743@euNOG
MAML2-RBP-Jkappa-Notch2 complex	0IR7G@euNOG
MAML2-RBP-Jkappa-Notch3 complex	KOG3743@euNOG
MAML2-RBP-Jkappa-Notch3 complex	0KD9W@euNOG
MAML2-RBP-Jkappa-Notch4 complex	KOG3743@euNOG
MAML2-RBP-Jkappa-Notch4 complex	0IR7G@euNOG
MAML3-RBP-Jkappa-Notch1 complex	KOG3743@euNOG
MAML3-RBP-Jkappa-Notch1 complex	0IR7G@euNOG
MAML3-RBP-Jkappa-Notch1 complex	0IJ3G@euNOG
MAML3-RBP-Jkappa-Notch2 complex	KOG3743@euNOG
MAML3-RBP-Jkappa-Notch2 complex	0IR7G@euNOG
MAML3-RBP-Jkappa-Notch2 complex	0IJ3G@euNOG
MAML3-RBP-Jkappa-Notch3 complex	KOG3743@euNOG
MAML3-RBP-Jkappa-Notch3 complex	0KD9W@euNOG
MAML3-RBP-Jkappa-Notch4 complex	KOG3743@euNOG
MAML3-RBP-Jkappa-Notch4 complex	0IJ3G@euNOG
MAML3-RBP-Jkappa-Notch4 complex	0IR7G@euNOG
NMDA receptor complex (NR2A, NR2B, NR1, PSD-95)	0ISRH@euNOG
NMDA receptor complex (NR2A, NR2B, NR1, PSD-95)	KOG4440@euNOG
NMDA receptor complex (NR2A, NR2B, NR1, PSD-95)	KOG1053@euNOG
Cd74-Cd44 receptor complex	0IMYW@euNOG
Cd74-Cd44 receptor complex	0IZCP@euNOG
Pick1-Pkca complex, TPA (tissue plasminogen activator) treated	KOG0696@euNOG
Pick1-Pkca complex, TPA (tissue plasminogen activator) treated	KOG3651@euNOG
Pick1-Glur2 complex	KOG1054@euNOG
Pick1-Glur2 complex	KOG3651@euNOG
CDK9-IL6ST complex	0IF1N@euNOG
CDK9-IL6ST complex	KOG0669@euNOG
Cdk9- Il6st complex	0IF1N@euNOG
Cdk9- Il6st complex	KOG0669@euNOG
Eps15-stonin2 complex	KOG0998@euNOG
Eps15-stonin2 complex	KOG2677@euNOG
Hippocalcin-beta2-adaptin complex	KOG1061@euNOG
Hippocalcin-beta2-adaptin complex	KOG0044@euNOG
SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced	KOG2294@euNOG
SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced	KOG3701@euNOG
SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced	KOG0773@euNOG
SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced	KOG2294@euNOG
SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced	KOG3701@euNOG
SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced	KOG1342@euNOG
SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced	KOG0773@euNOG
Gria2-Grip1-Nsg1-Stx12 complex	KOG0811@euNOG
Gria2-Grip1-Nsg1-Stx12 complex	0IM0N@euNOG
Gria2-Grip1-Nsg1-Stx12 complex	KOG1054@euNOG
Gria2-Grip1-Nsg1-Stx12 complex	KOG3528@euNOG
HERP1/HEY2-NCOR-SIN3A complex	KOG1342@euNOG
HERP1/HEY2-NCOR-SIN3A complex	KOG4204@euNOG
HERP1/HEY2-NCOR-SIN3A complex	KOG4304@euNOG
HERP1/HEY2-NCOR-SIN3A complex	KOG1878@euNOG
RB1-HDAC1-BRG1 complex	KOG1010@euNOG
RB1-HDAC1-BRG1 complex	0IUMQ@euNOG
RB1-HDAC1-BRG1 complex	KOG1342@euNOG
Gamma-secretase-Delta1 complex	KOG1217@euNOG
Gamma-secretase-Delta1 complex	KOG2736@euNOG
Gamma-secretase-Delta1 complex	KOG2657@euNOG
Gamma-secretase-Delta1 complex	KOG3972@euNOG
Gamma-secretase-Delta1 complex	KOG3402@euNOG
D2 receptor-Nsf-GluR2 complex	KOG1054@euNOG
D2 receptor-Nsf-GluR2 complex	KOG3656@euNOG
D2 receptor-Nsf-GluR2 complex	KOG0741@euNOG
SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)	0IJ8K@euNOG
SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)	0IET3@euNOG
SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)	KOG4327@euNOG
SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)	0IJDN@euNOG
SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)	KOG4284@euNOG
Ng2-Grip1-Glur2 complex	KOG1054@euNOG
Ng2-Grip1-Glur2 complex	KOG3597@euNOG
Ng2-Grip1-Glur2 complex	KOG3528@euNOG
SMN complex (GEMIN5,4,3), SMN-independent intermediate	0IET3@euNOG
SMN complex (GEMIN5,4,3), SMN-independent intermediate	0IJDN@euNOG
SMN complex (GEMIN5,4,3), SMN-independent intermediate	KOG4284@euNOG
SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate	0IIGY@euNOG
SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate	0IYUI@euNOG
SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate	KOG0278@euNOG
SMN complex (GEMIN2,5, SMN)	0IJ8K@euNOG
SMN complex (GEMIN2,5, SMN)	KOG4327@euNOG
SMN complex (GEMIN2,5, SMN)	0IJDN@euNOG
B23-NPM3 complex	0IHZM@euNOG
B23-NPM3 complex	0IZ8K@euNOG
Klf5-Pias1 complex	KOG2169@euNOG
Klf5-Pias1 complex	KOG1721@euNOG
Tetrameric COG subcomplex	KOG4182@euNOG
Tetrameric COG subcomplex	KOG2069@euNOG
Tetrameric COG subcomplex	KOG2211@euNOG
Tetrameric COG subcomplex	KOG3758@euNOG
Binary COG subcomplex	KOG4182@euNOG
Binary COG subcomplex	KOG2211@euNOG
COG1-COG8 subcomplex	KOG2033@euNOG
COG1-COG8 subcomplex	KOG2069@euNOG
Limd1-p62-Traf6-Prkcz complex	0ISDW@euNOG
Limd1-p62-Traf6-Prkcz complex	KOG0695@euNOG
Limd1-p62-Traf6-Prkcz complex	KOG4582@euNOG
Limd1-p62-Traf6-Prkcz complex	KOG1701@euNOG
COG2-COG3-COG4 subcomplex	KOG2307@euNOG
COG2-COG3-COG4 subcomplex	KOG2604@euNOG
COG2-COG3-COG4 subcomplex	KOG0412@euNOG
COG5-COG6-COG7 subcomplex	KOG4182@euNOG
COG5-COG6-COG7 subcomplex	KOG2211@euNOG
COG5-COG6-COG7 subcomplex	KOG3758@euNOG
COG1-COG8-COG2-COG3-COG4 subcomplex	KOG2307@euNOG
COG1-COG8-COG2-COG3-COG4 subcomplex	KOG2033@euNOG
COG1-COG8-COG2-COG3-COG4 subcomplex	KOG2604@euNOG
COG1-COG8-COG2-COG3-COG4 subcomplex	KOG2069@euNOG
COG1-COG8-COG2-COG3-COG4 subcomplex	KOG0412@euNOG
COG1-COG8-COG5-COG6-COG7 subcomplex	KOG4182@euNOG
COG1-COG8-COG5-COG6-COG7 subcomplex	KOG2033@euNOG
COG1-COG8-COG5-COG6-COG7 subcomplex	KOG2069@euNOG
COG1-COG8-COG5-COG6-COG7 subcomplex	KOG2211@euNOG
COG1-COG8-COG5-COG6-COG7 subcomplex	KOG3758@euNOG
Traf6-p62-aPKC complex, RANK-L stimulated	0ISDW@euNOG
Traf6-p62-aPKC complex, RANK-L stimulated	KOG0695@euNOG
Traf6-p62-aPKC complex, RANK-L stimulated	KOG4582@euNOG
Fgf2-Ck2 complex	KOG3885@euNOG
Fgf2-Ck2 complex	KOG3092@euNOG
Fgf2-Rsk2 complex	KOG3885@euNOG
Fgf2-Rsk2 complex	KOG0598@euNOG
GammaH2AFX-NDHII-Ku70-DNA complex	KOG2327@euNOG
GammaH2AFX-NDHII-Ku70-DNA complex	KOG1756@euNOG
GammaH2AFX-NDHII-Ku70-DNA complex	KOG0921@euNOG
NR3C2-UBC9-SRC-1 complex	KOG3575@euNOG
NR3C2-UBC9-SRC-1 complex	KOG0424@euNOG
NR3C2-UBC9-SRC-1 complex	0IQ5N@euNOG
RIN1-STAM2-HRS complex	KOG1818@euNOG
RIN1-STAM2-HRS complex	KOG2199@euNOG
RIN1-STAM2-HRS complex	KOG2320@euNOG
RIN1-STAM2-EGFR complex, EGF stimulated	KOG2199@euNOG
RIN1-STAM2-EGFR complex, EGF stimulated	KOG1025@euNOG
RIN1-STAM2-EGFR complex, EGF stimulated	KOG2320@euNOG
CHL2-BMP2 complex	KOG3900@euNOG
CHL2-BMP2 complex	0IF8R@euNOG
CHL2-BMP2-TSG complex	KOG3900@euNOG
CHL2-BMP2-TSG complex	0IF8R@euNOG
CHL2-BMP2-TSG complex	0IF1M@euNOG
Pericentrin-GCP complex	0IJHT@euNOG
Pericentrin-GCP complex	KOG2000@euNOG
Pericentrin-GCP complex	KOG2001@euNOG
SKI-SMAD2-SMAD4  pentameric complex	0JNKZ@euNOG
SKI-SMAD2-SMAD4  pentameric complex	KOG3701@euNOG
SKI-SMAD3-SMAD4 complex	0JNKZ@euNOG
SKI-SMAD3-SMAD4 complex	KOG3701@euNOG
Slp5-Rab27A complex	0IT3S@euNOG
Slp5-Rab27A complex	KOG0081@euNOG
CREBBP-SMAD2 hexameric complex	KOG3701@euNOG
CREBBP-SMAD2 hexameric complex	0IRVA@euNOG
CREBBP-SMAD3 hexameric complex	KOG3701@euNOG
CREBBP-SMAD3 hexameric complex	0IRVA@euNOG
CREBBP-SMAD2-SMAD4 pentameric complex	KOG3701@euNOG
CREBBP-SMAD2-SMAD4 pentameric complex	0IRVA@euNOG
CREBBP-SMAD3-SMAD4 pentameric complex	KOG3701@euNOG
CREBBP-SMAD3-SMAD4 pentameric complex	0IRVA@euNOG
SP1-E2F1 complex	KOG1721@euNOG
SP1-E2F1 complex	KOG2577@euNOG
SP1-E2F2 complex	KOG1721@euNOG
SP1-E2F2 complex	KOG2577@euNOG
SP1-E2F3 complex	KOG2577@euNOG
SP1-E2F3 complex	KOG1721@euNOG
TCL1(trimer)-AKT1 complex	KOG0598@euNOG
TCL1(trimer)-AKT1 complex	0JEFE@euNOG
TCL1(trimer)-AKT2 complex	KOG0598@euNOG
TCL1(trimer)-AKT2 complex	0JEFE@euNOG
Rb-HDAC1 complex	KOG1010@euNOG
Rb-HDAC1 complex	KOG1342@euNOG
Xin-Cdh2-Ctnnb1-Ctnnd1 complex	0IF8Z@euNOG
Xin-Cdh2-Ctnnb1-Ctnnd1 complex	KOG3594@euNOG
Xin-Cdh2-Ctnnb1-Ctnnd1 complex	KOG1048@euNOG
Xin-Cdh2-Ctnnb1-Ctnnd1 complex	KOG4203@euNOG
GABP(gamma)1-E2F1-DP1 complex	KOG2577@euNOG
GABP(gamma)1-E2F1-DP1 complex	KOG2829@euNOG
GABP(gamma)1-E2F1-DP1 complex	0IE1V@euNOG
Grip-Glur2/3-liprin-alpha complex	KOG1054@euNOG
Grip-Glur2/3-liprin-alpha complex	KOG3528@euNOG
Grip-Glur2/3-liprin-alpha complex	KOG0249@euNOG
Ternary complex (GATA4, SRF, MYOCD)	KOG0015@euNOG
Ternary complex (GATA4, SRF, MYOCD)	KOG1601@euNOG
Ternary complex (GATA4, SRF, MYOCD)	0IE2C@euNOG
Ternary complex (CCD1, Dvl, Rac)	KOG0598@euNOG
Ternary complex (CCD1, Dvl, Rac)	KOG3571@euNOG
Ternary complex (CCD1, Dvl, Rac)	0IFNC@euNOG
CCD1-Axin complex	KOG3589@euNOG
CCD1-Axin complex	0IFNC@euNOG
RAB11FIP1-RAB11A complex	KOG0087@euNOG
RAB11FIP1-RAB11A complex	0IGQZ@euNOG
Beta-catenin-Cadherin-LAR complex	KOG4228@euNOG
Beta-catenin-Cadherin-LAR complex	KOG4203@euNOG
Beta-catenin-Cadherin-LAR complex	KOG3594@euNOG
Mlx-Mad1 complex	KOG1319@euNOG
Mlx-Mad1 complex	0KCYG@euNOG
SMAD3-cSKI-SIN3A-HDAC1 complex	0JNKZ@euNOG
SMAD3-cSKI-SIN3A-HDAC1 complex	KOG3701@euNOG
